2020-04-12 13:30:42.594 | INFO     | Testapi.Commom.log:Log:15 - 测试开始
2020-04-12 13:31:11.275 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.185741
2020-04-12 13:31:11.276 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:11.277 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:11.278 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200False
2020-04-12 13:31:11.280 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第39条接口
2020-04-12 13:31:11.282 | INFO     | Testapi.Commom.log:Log:15 - 接口名用户反馈
2020-04-12 13:31:11.282 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/userFeedback
2020-04-12 13:31:11.440 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.152456
2020-04-12 13:31:11.441 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:11.442 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:11.444 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200False
2020-04-12 13:31:11.446 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第40条接口
2020-04-12 13:31:11.447 | INFO     | Testapi.Commom.log:Log:15 - 接口名用户登陆
2020-04-12 13:31:11.447 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/loginUser
2020-04-12 13:31:11.608 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.155051
2020-04-12 13:31:11.609 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:11.610 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:11.611 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200False
2020-04-12 13:31:11.613 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第41条接口
2020-04-12 13:31:11.615 | INFO     | Testapi.Commom.log:Log:15 - 接口名用户注册
2020-04-12 13:31:11.616 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/registerUser
2020-04-12 13:31:11.771 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.148649
2020-04-12 13:31:11.772 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:11.774 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:11.775 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200False
2020-04-12 13:31:11.777 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第42条接口
2020-04-12 13:31:11.778 | INFO     | Testapi.Commom.log:Log:15 - 接口名删除反馈
2020-04-12 13:31:11.779 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/deleteFeedback
2020-04-12 13:31:11.930 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.14668
2020-04-12 13:31:11.932 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:11.933 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:11.934 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:11.936 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第43条接口
2020-04-12 13:31:11.938 | INFO     | Testapi.Commom.log:Log:15 - 接口名查看反馈
2020-04-12 13:31:11.939 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/getFeedback
2020-04-12 13:31:12.099 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.154197
2020-04-12 13:31:12.101 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:12.102 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:12.104 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:12.105 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第44条接口
2020-04-12 13:31:12.106 | INFO     | Testapi.Commom.log:Log:15 - 接口名更新开发者KEY-会清除开发者下面所有用户
2020-04-12 13:31:12.107 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/developerUpdateKey
2020-04-12 13:31:12.311 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.19879
2020-04-12 13:31:12.314 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:12.316 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:12.317 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:12.318 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第45条接口
2020-04-12 13:31:12.319 | INFO     | Testapi.Commom.log:Log:15 - 接口名开发者登陆
2020-04-12 13:31:12.320 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/developerLogin
2020-04-12 13:31:12.482 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.155057
2020-04-12 13:31:12.483 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:12.485 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:12.486 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:12.488 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第46条接口
2020-04-12 13:31:12.489 | INFO     | Testapi.Commom.log:Log:15 - 接口名开发者注册
2020-04-12 13:31:12.490 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/developerRegister
2020-04-12 13:31:12.657 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.163821
2020-04-12 13:31:12.658 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:12.659 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:12.659 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200False
2020-04-12 13:31:12.660 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第47条接口
2020-04-12 13:31:12.661 | INFO     | Testapi.Commom.log:Log:15 - 接口名美图推荐
2020-04-12 13:31:12.662 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/getImages
2020-04-12 13:31:12.835 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:12.836 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.168828
2020-04-12 13:31:12.837 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:12.839 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:12.841 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第48条接口
2020-04-12 13:31:12.842 | INFO     | Testapi.Commom.log:Log:15 - 接口名获取实时天气
2020-04-12 13:31:12.843 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://www.apiopen.top/weatherApi
2020-04-12 13:31:12.999 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.15207
2020-04-12 13:31:13.000 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为404
2020-04-12 13:31:13.002 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:13.003 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200False
2020-04-12 13:31:13.006 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第49条接口
2020-04-12 13:31:13.007 | INFO     | Testapi.Commom.log:Log:15 - 接口名获取唐朝古诗词
2020-04-12 13:31:13.008 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/getTangPoetry
2020-04-12 13:31:13.167 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:13.168 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.154194
2020-04-12 13:31:13.169 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:13.170 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:13.172 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第50条接口
2020-04-12 13:31:13.173 | INFO     | Testapi.Commom.log:Log:15 - 接口名获取宋朝古诗词
2020-04-12 13:31:13.174 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/getSongPoetry
2020-04-12 13:31:13.331 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:13.332 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.152221
2020-04-12 13:31:13.333 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:13.334 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:13.335 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第51条接口
2020-04-12 13:31:13.336 | INFO     | Testapi.Commom.log:Log:15 - 接口名模糊搜索古诗词（可搜索诗词名、诗词内容、诗词作者）
2020-04-12 13:31:13.337 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/likePoetry
2020-04-12 13:31:13.486 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.144822
2020-04-12 13:31:13.487 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:13.488 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:13.490 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:13.491 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第52条接口
2020-04-12 13:31:13.493 | INFO     | Testapi.Commom.log:Log:15 - 接口名搜索古诗词作者
2020-04-12 13:31:13.494 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/searchAuthors
2020-04-12 13:31:13.653 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.15533
2020-04-12 13:31:13.654 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:13.655 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:13.656 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:13.657 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第53条接口
2020-04-12 13:31:13.658 | INFO     | Testapi.Commom.log:Log:15 - 接口名随机一首古诗词
2020-04-12 13:31:13.659 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/recommendPoetry
2020-04-12 13:31:13.803 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:13.804 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.139446
2020-04-12 13:31:13.805 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:13.806 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:13.808 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第54条接口
2020-04-12 13:31:13.808 | INFO     | Testapi.Commom.log:Log:15 - 接口名随机一段古诗文
2020-04-12 13:31:13.809 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/singlePoetry
2020-04-12 13:31:13.971 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:13.972 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.156313
2020-04-12 13:31:13.973 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:13.974 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:14.015 | INFO     | Testapi.Commom.log:Log:15 - 测试结束
